item_id	Seller	Actors	Actual Color	Artist ID	Aspect Ratio	Color	Genre ID	ISBN	Item Class ID	Literary Genre	MPAA Rating	Product Long Description	Product Name	Product Short Description	Publisher	Recommended Location	Recommended Room	Recommended Use	Short Description	Synopsis	actual_color	tag
10	Entrotek		Black		16:9				19			"<b><U>Technical Information</U><BR></b><br><b>Screen Size:</b> 13.3""<br><b>Backlight Technology:</b> LED<br><b>Horizontal Viewing Angle:</b> 90&deg;<br><b>Vertical Viewing Angle:</b> 45&deg;<br><b>Aspect Ratio:</b> 16:9<br><b>Response Time:</b> 8 ms<br><b>Features:</b> Media Player, Sleep Timer<br><b>Media Supported:</b> DVD-R/RW, DVD+R/RW, CD-R<br><b>Audio Formats:</b> CD-DA, HDCD<br><b>Video Formats:</b> MPEG-1, DVD Video, VCD<br><b>Image Formats:</b> JPEG<br><br><b><U>Video</U><BR></b><br><b>Digital Tuner:</b> ATSC<br><b>Analog Tuner:</b> NTSC<br><b>Video Signal Standard:</b> HDTV<br><b>Maximum Resolution:</b> 1366 x 768<br><b>Native Contrast Ratio:</b> 500:1<br><b>Brightness:</b> 200 Nit<br><b>Scan Format:</b> 720p<br><br><b><U>Audio</U><BR></b><br><b>Speakers:</b> Yes<br><b>Number of Speakers:</b> 2<br><br><b><U>Memory</U><BR></b><br><b>Memory Card Reader:</b> Yes<br><b>Memory Card Supported:</b> SD, MultiMediaCard (MMC), Memory Stick<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>HDMI:</b> Yes<br><b>USB:</b> Yes<br><b>Composite Video:</b> Yes<br><b>Component Video:</b> Yes<br><b>Digital Audio Output:</b> Yes<br><b>Headphone:</b> Yes<br><b>VGA:</b> Yes<br><br><b><U>Remote Control</U><BR></b><br><b>Remote Control Included:</b> Yes<br><b>Remote Control Type:</b> Standard<br><br><b><U>Power Description</U><BR></b><br><b>Operating Power Consumption:</b> 24 W<br><b>Standby Power Consumption:</b> 1 W<br><b>Estimated Annual Operating Cost:</b> $2<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Height:</b> 10.3""<br><b>Width:</b> 13.6""<br><b>Depth:</b> 1.6""<br><b>Weight (Approximate):</b> 3.75 lb<br><br><b><U>Miscellaneous</U><BR></b><br><b>Package Contents:</b> <ul><li>SC-1312 TV/DVD Combo</li><li>Car Adapter</li><li>Remote Control</li><li>AC Power Adapter (100-240V)</li><li>Car Cord</li><li>Users Manual</li><li>Power Cord</li></ul><br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 90 Day"	"Supersonic SC-1312 13.3"" TV/DVD Combo - HDTV - 16:9 - 1366 x 768 - 720p - LED - ATSC - NTSC - 90&#176; / 45&#176; - HDMI - USB"			Indoor		Television	"13.3"" LED HDTV<br> Built-in DVD Player Compatible<br> Supports DVD+/-R/DVD+/-RW/VCD/<br>  SVCD/HDCD/CD/CDR/CDRW/MPEG1/<br>  Music & JPG Compatible<br> HDMI Input Compatible<br> HDTV 1080p/1080i/720p/480p/480i<br> Built-in Dual Tuners  <br> Built-in USB Input Compatible<br> Built-in SD/MMC/MS Card Slot Compatible<br> Aspect Ratio: 16:9<br> Resolution: 1366 x 768  <br> Brightness: 200cd/m?<br> Contrast Ratio: 500:1<br> Response Time: 8ms (Max. 16ms)<br> Viewing Angle: 90* (H), 50* (V)<br> Digital Noise Reduction<br> Audio Output Power: 2 x 3W<br> Color Capacity: 262K Colors<br> Picture Mode: User, Standard,<br>  Dynamic & Soft<br> Sound Mode: Standard, Music, Movies,<br>  Sports & User<br> Separate Bass, Treble and Balance<br>  Controls<br> Sleep Timer Function<br> Multi Language On Screen Display<br> AC/DC Compatible (car cord included)<br> Full Function Remote Contro<p>Item Dimensions: 12.00"" x 2.50"" x 9.75""<br>Item Weight: 5.60lbs"			[1229821, 447913]
11									1		Not Rated	A woman trying to solve the mystery of a friends murder finds that she may be the next victim in this suspense story set in turn-of-the-century London..Starring Peggy Cummins, Victor Mature and Ethel Barrymore.<p><strong>Features:</strong></p><ul><li>Actors: Peggy Cummins, Victor Mature, Ethel Barrymore, Vincent Price<li>Genre:  Drama, Mystery, Suspense, Thriller<li>Run Time: 81:00 Final Format: DVD-NTSC Year: 1947<li>This Disc is formatted for all Regions and has CSS Copyright Protection (will not play in some laptops)<li>Aspect Ratio: 4:3 (full frame) Audio: Mono	Moss Rose DVD Movie 1947						Moss Rose DVD Movie 1947			[522484]
12			Multicolor						1			CP TECHNOLOGIES                     LEVELONE GVT-2000 10/100/1000BT	LEVELONE GVT-2000 10/100/1000BT TO 1000BASE-X SFP MEDIA CONVERTER						LEVELONE GVT-2000 10/100/1000BT TO 1000BASE-X SFP MEDIA CONVERTER			[1070524]
13	TEKENVY		Black		16:9				19			"<p><b>General Information</b><ul><li>Manufacturer: TCL Corporation</li><li>Manufacturer Part Number: 40FS3800</li><li>Brand Name: TCL</li><li>Product Model: 40FS3800</li><li>Product Name: 40FS3800 LED-LCD TV</li><li>Product Type: LED-LCD TV</li></ul></p><p><b>Technical Information</b><ul><li>Screen Size: 40""</li><li>Backlight Technology: LED</li><li>Aspect Ratio: 16:9</li><li>Smart TV: Yes</li><li>Features: Progressive Scan</li><li>PC Streaming: Yes</li><li>Internet Access: Yes</li><li>Streaming Service: Roku</li></ul></p><p><b>Video</b><ul><li>Standard Refresh Rate: 60 Hz</li><li>Maximum Resolution: 1920 x 1080</li><li>Scan Format: 1080p</li></ul></p><p><b>Audio</b><ul><li>RMS Output Power: 16 W</li></ul></p><p><b>Network & Communication</b><ul><li>Wireless LAN: Yes</li></ul></p><p><b>Interfaces/Ports</b><ul><li>HDMI: Yes</li><li>Total Number of HDMI Ports: 3</li><li>USB: Yes</li></ul></p><p><b>Physical Characteristics</b><ul><li>Height: 21.4""</li><li>Width: 36.5""</li><li>Depth: 2""</li><li>Height with Stand: 23""</li><li>Width with Stand: 36.50""</li><li>Depth with Stand: 7""</li><li>Weight (Approximate): 22 lb</li></ul></p>"	"TCL 40FS3800 40"" 1080p LED-LCD TV - 16:9 - 120 Hz - 1920 x 1080 - 16 W RMS - LED - Smart TV - 3 x HDMI - USB - Wireless"	"TCL 40FS3800 40"" 1080p LED-LCD TV - 16:9 - 120 Hz - 1920 x 1080 - 16 W RMS - LED - Smart TV - 3 x HDMI - USB - Wireless LAN - PC Streaming - Internet Access - Media Player"								[1229817]
14			Black glossy finish		16:9				19			"<br><b>SANYO DP58D33 58"" 1080p 120Hz LED HDTV:</b><ul><li>58"" LED panel<br>With a 1920 x 1080 Full HD resolution<li>True 16:9 aspect ratio<br>View your movies as the director intended<li>Wide 178-degree vertical and 178-degree horizontal angles<br>See a clear picture from anywhere in the room<li>Built-in digital tuner<br>Watch digital broadcasts, including HDTV programs where available<li>HDMI Inputs: 3<br>Enjoy a superior HD experience with HDMI, the one cable audio/video solution<li>57.5"" screen measured diagonally from corner to corner<li>Wall mountable<br>VESA standard 400mm x 400mm</ul>"	"SANYO DP58D33 58"" 1080p 120Hz LED HDTV"						"The SANYO DP58D33 58"" 1080p 60Hz LED HDTV is the latest technology for the digital age. The black finish blends into the background when the lights are dimmed for your movies, sports and favorite programs in your den or living room.<br><br><b>Note:</b> You must have a source of HD programming in order to take full advantage of the SANYO 58"" LED HDTV. Contact your local cable or satellite TV provider for details on how to upgrade."			[1229821]
15			Multicolor						1			The AirMedia-350 is the next generation home networked appliance for playing the videos, photos, and music through internal hard disk or external sources such as USB HDD, USB Flash drive and Memory cards (via USB Card Reader).	AirLive AIRMEDIA-350H Network Multimedia Player 2.5/3.5 SATA HDD Media Station						The AirMedia-350 is the next generation home networked appliance for playing the videos, photos, and music through internal hard disk or external sources such as USB HDD, USB Flash drive and Memory cards (via USB Card Reader).			[95987]
16	Beach Audio Inc								19			"<p><p>The Coolmax CU-600B ATX12V &amp; EPS12V Power Supply is a partial modular power supply that lets you select the cables you need while powering your system at a healthy 600 watts. Everyone likes a clean and easy installation. This power supply allows you to keep what you want and remove what you don't. While necessary connectors, like the 20+4 pin power connector, are attached to the unit, you decide which of the others should stay. Customize your power supply to reflect your system.</p></p><b><U>Technical Information</U><BR></b><br><b>Specification Compliance:</b> ATX12V/EPS12V<br><b>Efficiency:</b> 80%<br><b>Number of Fans:</b> 1<br><b>Protection Type:</b> Over Voltage, Short Circuit, Surge, Over Loading, No Load<br><br><b><U>Power Description</U><BR></b><br><b>Input Voltage:</b> 110 V AC, 220 V AC<br><b>Input Voltage Range:</b> 100 V AC to 132 V AC, 200 V AC to 264 V AC<br><b>Output Voltage:</b> 3.3 V DC @ 24 A, 5 V DC @ 24 A, 12 V DC @ 18 A, -12 V DC @ 500 mA, 5 V DC @ 2.50 A<br><b>Output Power:</b> 600 W<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>Receptacles:</b> 1 x 24-pin ATX Motherboard, 1 x 8-pin EPS12V Motherboard, 1 x 6-pin PCI-E, 4 x 15-pin Serial ATA, 1 x 4-pin SP4 Floppy Drive, 4 x 4-pin LP4 Peripheral Device<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Height:</b> 3.3""<br><b>Width:</b> 5.9""<br><b>Depth:</b> 5.5""<br><b>Weight (Approximate):</b> 3.25 lb<br><br><b><U>Miscellaneous</U><BR></b><br><b>Package Contents:</b> <ul><li>CU-600B ATX12V &amp; EPS12V Power Supply</li><li>Power Cord</li><li>User Manual</li><li>Modular Cables</li></ul><br><b>Additional Information:</b> <ul><li>12V Rails: 3</li></ul><p><b>Detachable Motherboard Connectors:</b></p><ul><li>20+4-Pin ATX</li><li>4-Pin ATX12V to 8-Pin EPS12V</li></ul><br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 5 Year"	Coolmax Cu-600b Pwrs Coolmax 600w Semi-modular Atx Power Supply With Single Pci-e Connector - Black/ 5.90 X 5.50 X 3.3 (cu600b)	<P>The Coolmax CU-600B ATX12V & EPS12V Power Supply is a partial modular power supply that lets you select the cables you need while powering your system at a healthy 600 watts. Everyone likes a clean and easy installation. This power supply allows you to keep what you want and remove what you don't. While necessary connectors, like the 20+4 pin power connector, are attached to the unit, you decide which of the others should stay. Customize your power supply to reflect your system.</P><BR><BR>Package Contents:<li>CU-600B ATX12V &amp; EPS12V Power Supply</li> <li>Power Cord</li> <li>User Manual </li> <li>Modular Cables</li>								[4483]
17			Multicolor						19			"Vizio M492I-B2 49"" 1080p Full-Array LED Smart TV with backlight technology delivers brilliant picture quality as it distributes LEDs across the entire screen for superior light uniformity and picture performance. Active LED Zones x32 dynamically adjust the LED backlighting in each area of the screen to match the content on the screen providing unparalleled picture contrast and crystal-clear detail with deep, pure black levels. Equipped with Smart TV and built-in Wi-Fi, you can enjoy movies, apps and more from the internet directly on the 49 Full-Array LED Smart TV. It supports a wide range of input technologies such as four HDMI, one USB, a single Ethernet port and a Composite AV port as well as Wi-Fi. The 10 W x 2 speakers give amazing stereo experience. <P> Refurbished products are products that were originally purchased and returned by customers like yourself. The term refurbished is used to describe products that were returned to their manufacturer's specification then tested and repackaged for sale. We utilize a third party of professional technicians who first troubleshoot and then perform any repairs that are necessary to restore the product to like new condition. Refurbished products represent a great value and we offer them with confidence knowing that every refurbished product was tested by a trained group of professionals. Refurbished products are warranted for up to 90 days after purchase. Any product failure not originating from defects in materials or workmanship will not be considered covered under warranty. Warranty terms applicable to refurbished products may vary; see below for specific warranty information and consider purchasing an extended service plan if you desire even more coverage."	VIZIO M492I-B2 TV 49IN 1080P 240HZ LED SMART TV (Refurbished)	VIZIO M492I-B2 TV 49IN 1080P 240HZ LED SMART TV (Refurbished)								[1229821, 1229817, 447913]
18									1			"<!-- CNET Content -->Quantum media cartridges are manufactured to the highest industry standards for quality and reliability, ensuring low error rates, high performance and long-term durability. Quantum media allows you to archive your data with confidence. The Quantum media family offers you more choices to better manage your data over time. LTO Ultrium tape format has been optimized for high capacity and performance with outstanding reliability, in either stand-alone or automated environments.<br><br><h3 id=""detailspecs"">Specifications</h3><span class=""font_size3bold"">General</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Type: &nbsp;LTO Ultrium<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Tape Cartridge: &nbsp;Ultrium 6<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Media Included Qty: &nbsp;10<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Color: &nbsp;Black<br><br><span class=""font_size3bold"">Media</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Native Capacity: &nbsp;2.5 TB<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Compressed Capacity: &nbsp;6.25 TB<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Tape Length: &nbsp;2770 ft<br><br><span class=""font_size3bold"">Manufacturer Warranty</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Service & Support: &nbsp;Limited lifetime warranty<br><br><span class=""font_size3bold"">Environmental Parameters</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Min Operating Temperature: &nbsp;50 F<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Max Operating Temperature: &nbsp;113 F<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Humidity Range Operating: &nbsp;10 - 80%<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Min Storage Temperature: &nbsp;60.8 F<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Max Storage Temperature: &nbsp;77 F<br><!-- END CNET Content -->"	Quantum - 10 x LTO Ultrium 6 - 2.5 TB / 6.25 TB - black	Quantum - 10 x LTO Ultrium 6 - 2.5 TB / 6.25 TB - black								[127175]
19		Art Edmonds, Susan Kelleher							64			Broward Avian and Exotic Animal Hospital takes on a variety of exotic animal cases, including a hedgehog, a corn snake and an egg bound Sulcata tortoise. Dr. K and her team work long hours to treat any type of animal but dogs and cats.	Dr. K's Exotic Animal ER: A Bad Case of Rotten Eggs (Season 1: Ep. 2) (2014)						short description is not available	Broward Avian and Exotic Animal Hospital takes on a variety of exotic animal cases, including a hedgehog, a corn snake and an egg bound Sulcata tortoise. Dr. K and her team work long hours to treat any type of animal but dogs and cats.		[4483]
20			Multicolor						19			** Free Shipping ** <br><strong>MEM99195</strong><BR/>Memorex Fun Series USB 2.0 Flash Drive<BR/>These flash drives are not only fun accessories to carry with you, but they are also excellent devices for storing or sharing data, music, photos and videos. Multiple unique and colorful designs are currently available. The soft, silicon rubber housing flips open to reveal the connector. Includes key chain. Connector/Port/Interface: USB 2.0 Storage Capacity: 8 GB.<BR/><BR/><strong>SAN30001</strong><BR/>Sharpie Permanent Marker<BR/>This fine tip permanent marker is the original Sharpie. Permanent on most hard-to-mark surfaces. Quick-drying ink is waterproof, smearproof and fade-resistant. Marker Type: Permanent Assortment: N/A Colors: Black Tip Type: Fine.KITMEM99195SAN30001. MEM99195SAN30001. Shoplet Best Value Kit - Memorex Fun Series USB 2.0 Flash Drive (MEM99195) and Sharpie Permanent Marker (SAN30001). Data Storage and Media	Shoplet Best Value Kit - Memorex Fun Series USB 2.0 Flash Drive (MEM99195) an...	<strong>MEM99195</strong><BR/>Memorex Fun Series USB 2.0 Flash Drive<BR/>These flash drives are not only fun accessories to carry with you, but they are also excellent devices for storing or sharing data, music, photos and videos. Multiple unique and colorful designs are currently available. The soft, silicon rubber housing flips open to reveal the connector. Includes key chain. Connector/Port/Interface: USB 2.0 Storage Capacity: 8 GB.<BR/><BR/><strong>SAN30001</strong><BR/>Sharpie Permanent Marker<BR/>This fine tip permanent marker is the original Sharpie. Permanent on most hard-to-mark surfaces. Quick-drying ink is waterproof, smearproof and fade-resistant. Marker Type: Permanent Assortment: N/A Colors: Black Tip Type: Fine.KITMEM99195SAN30001. MEM99195SAN30001. Shoplet Best Value Kit - Memorex Fun Series USB 2.0 Flash Drive (MEM99195) and Sharpie Permanent Marker (SAN30001). Data Storage and Media								[529295]
21			White						19			<b>Imation 50pk 52x Defender CD-R:</b><p>Technical Information<p><b>Storage Capacity</b><ul><li>700MB</ul><b>Audio/Video Duration</b><ul><li>80 minutes</ul><b>Data Transfer Rate</b><ul><li>52x (maximum) write</ul><b>Writing Compatibility</b><ul><li>DVD+R/RW drives<li>DVD-R/RW drives<li>CD-R/RW drives</ul><b>Reading Compatibility</b><ul><li>DVD-ROM drives<li>DVD+R/RW drives<li>DVD-R/RW drives<li>CD-ROM drives<li>CD-R/RW drives<li>DVD players<li>CD players</ul><p>Physical Characteristics<p><b>Form Factor</b><ul><li>120mm standard</ul>	Imation 50pk 52x Defender CD-R	Imation Defender CD-R media is perfect for users that need to share confidential information securely. Integrating encryption and burning applications, the Defender's innovative features allow you to add, edit or delete files, create folders and use a simple drag-and-drop function to make file management quick and simple. With FIPS 140-2 Level 1 validation, you can be confident that your sensitive data is safe with a simple one-step AES 256-bit encryption process. The encryption software operates directly from the disc, eliminating the need to install, maintain or use third party software on your personal computer. Plus, Imation Defender CD-R white inkjet printable discs allow you to create a high-quality, custom-printed surface.								[127175]
22	BargainStation.com		Black						19			<br><b>Samsung Blu-ray Disc Player:</b><ul><li>Plays back 3D BD, BD, DVD, DVD-/+R/RW</li><li>Built-in LAN</li><li>BD Wise</li><li>ALLSHARE</li><li>ANYNET+</li><li>HDMI output</li><li>USB Blu-Ray player includes USB 2.0 port</li><li>Dolby Digital Plus/True HD and DTS sound</li></ul>	Samsung Blu-ray Disc Player (BD-J5100/ZA)						The Samsung BD-J5100 Blu-ray Disc Player is a terrific addition to your home theater system. It can play Blu-ray and DVD discs, as well as DVDs that you have personally burned. This Samsung Blu-rRay player also comes with a USB 2.0 port, an HDMI output port and built-in LAN capability.			[95987]
23			Multicolor						1			<p><p>CD-RWs set the standard for performance, compatibility and reliability for storing digital images, data backup and desktop file storage. Color assortment of CD-RWs adds simplicity to organize your data and important files with bright vibrant colors such as yellow, blue, purple, pink and green. Write data, images or audio files up to 1,000 times and play back in multi-read CD and DVD drives. Discs are compatible with CD-RW drives up to 12X speed (High Performance Discs). Discs are ideal for<br>FEATURES:<ul><li>120mm</li><li>1.33 Hour Maximum Recording Time</li><li>20 Pack Slimline Jewel Case</li></ul>	Verbatim CD-RW 700MB 2X-4X DataLifePlus with Color Branded Surface and Matching Case - 20pk Slim Case, Assorted - TAA Co	Verbatim CD-RW 700MB 2X-4X DataLifePlus with Color Branded Surface and Matching Case - 20pk Slim Case, Assorted - Mfg Part No. 94300								[127175]
24	Walmart.com		Silver						19			<li>Storage Capacity: 128 GB</li><li>Features: Water Proof</li><li>Features: Vibration Resistant</li><li>Features: Shock Resistant</li><li>Host Interface: USB 3.0</li><li>Form Factor: External</li>	CORSAIR CMFSV3-128GB 128GB FLASH SURVIVOR USB 3.0						short description is not available			[529295]
25									19			** Free Shipping ** <br>AMC Optics Fiber Optic Duplex Patch Network Cable2QW9929. 9929. Amc Optics AMC Optics Fiber Optic Duplex Patch Network Cable. Connector Cables<br><ul><li><b>Cable Characteristic</b>: Patch Cable</li><li><b>Connector On First End</b>: 2 x LC Male Network</li><li><b>Connector On Second End</b>: 2 x ST Male Network</li><li><b>Green Compliant</b>: Yes</li><li><b>Green Compliance Certificate/authority</b>: RoHS</li><li><b>Cable Type</b>: Fiber Optic</li><li><b>Fiber Optic Mode</b>: Multi-mode</li><li><b>Color</b>: Orange</li><li><b>Manufacturer</b>: AMC Optics</li><li><b>Device Supported</b>: Network Device</li><li><b>Manufacturer Part Number</b>: 62125-MD-LCST-02</li><li><b>Manufacturer Website Address</b>: http://www.approvedmemory dot com</li><li><b>Cable Length</b>: 6.56 ft</li></ul><br>	Amc Optics AMC Optics Fiber Optic Duplex Patch Network Cable 2QW9929	AMC Optics Fiber Optic Duplex Patch Network Cable2QW9929. 9929. Amc Optics AMC Optics Fiber Optic Duplex Patch Network Cable. Connector Cables								[4537]
26	Walmart.com	James McAvoy, Emily Blunt, Michael Caine, Jason Statham, Ashley Jensen, Patrick Stewart, Ozzy Osbourne, Maggie Smith	Y		Widescreen				2		G	"From a director of ""Shrek 2"" comes your chance to step into the secret world of garden gnomes - ""Gnomeo & Juliet"".  Perfect for the whole family, this fresh and funny makeover of one of the world's most timeless story features music from Sir Elton John, and the voice talents of Emily Blunt, James McAvoy and sir Michael Caine. Caught up in a feud between neighbors, Gnomeo and Juliet must overcome as many obstacles as their namesakes. But with flamboyant pink flamingoes and epic lawnmower races, can this young couple find lasting happiness? Complete with hilarious never-before-seen bonus features, ""Gnomeo & Juliet"" is an out-of-the-ordinary animated comedy your entire family will love. We just gnome it.<br><br> Languages & Subtitles: English and Spanish, 2 Alternate Endings with Filmmaker Introductions, Deleted and Alternate Scenes with Filmmaker Introductions.<br><br> ""Elton Builds A Garden""; ""Frog Talk with Ashley Jensen""; ""Crocodile Rock"" Music Video; ""The Fawn Of Darkness""; DVD Copy of Feature Film."	Gnomeo And Juliet (2-Disc Blu-ray + DVD) (Spanish) (Widescreen)						short description is not available	"From a director of ""Shrek 2"" comes your chance to step into the secret world of garden gnomes - ""Gnomeo & Juliet"".  Perfect for the whole family, this fresh and funny makeover of one of the world's most timeless story features music from Sir Elton John, and the voice talents of Emily Blunt, James McAvoy and sir Michael Caine. Caught up in a feud between neighbors, Gnomeo and Juliet must overcome as many obstacles as their namesakes. But with flamboyant pink flamingoes and epic lawnmower races, can this young couple find lasting happiness? Complete with hilarious never-before-seen bonus features, ""Gnomeo & Juliet"" is an out-of-the-ordinary animated comedy your entire family will love. We just gnome it"		[95987]
27		Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Caitlin Stasey, Anna Popplewell, Alan VanSprang, Rossif Sutherland, Jenessa Grant							64			When King Antoine threatens to tell Francis of Mary and Conde's evolving relationship, Francis makes a shocking move. Bash and Kenna's marriage is beyond repair after he learns of her scheming, while Leith discovers Greer's unsavory new career path.	Reign: Tasting Revenge (Season 2: Ep. 16) (2015)						short description is not available	When King Antoine threatens to tell Francis of Mary and Conde's evolving relationship, Francis makes a shocking move. Bash and Kenna's marriage is beyond repair after he learns of her scheming, while Leith discovers Greer's unsavory new career path.		[4483]
28	TigerDirect		Multicolor						19			"<!-- CNET Content -->The SanDisk U110 SSD delivers high SATA Revision III 6Gb/s performance at a competitive cost. In today's fast-changing environment, finding a storage solution that supports diverse feature sets and also satisfies performance and power requirements while maintaining an affordable cost profile is critical. The SanDisk U110 SSD delivers fast sequential/random performance and solid long-term endurance that is also cost effective. Its unique power management features enable users to optimize battery life while still meeting demanding performance requirements. Take advantage of SSD performance while avoiding the power penalty typically associated with SATA performance. Factor in the U110's wide range of capacities and competitive pricing and it makes an ideal storage and caching choice for a variety of thin and mobile computing platforms.<br><br><h3 id=""detailspecs"">Specifications</h3><span class=""font_size3bold"">General</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Device Type: &nbsp;Solid state drive - internal<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Capacity: &nbsp;128 GB<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Form Factor: &nbsp;2.5""<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Interface: &nbsp;SATA 6Gb/s<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Features: &nbsp;Native Command Queuing (NCQ), TRIM support, nCache Acceleration Technology , S.M.A.R.T.<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Width: &nbsp;2.8 in<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Depth: &nbsp;4 in<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Height: &nbsp;0.3 in<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Weight: &nbsp;1.07 oz<br><br><span class=""font_size3bold"">Performance</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Drive Transfer Rate: &nbsp;600 MBps (external)<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Internal Data Rate: &nbsp;470 MBps (read) / 380 MBps (write)<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;4KB Random Read: &nbsp;9000 IOPS<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;4KB Random Write: &nbsp;1090 IOPS<br><br><span class=""font_size3bold"">Reliability</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;MTBF: &nbsp;2,000,000 hours<br><br><span class=""font_size3bold"">Expansion & Connectivity</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Interfaces: &nbsp;1 x SATA 6 Gb/s - 7 pin Serial ATA<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Compatible Bays: &nbsp;1 x internal - 2.5""<br><br><span class=""font_size3bold"">Software & System Requirements</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;OS Required: &nbsp;Google Chrome OS, Microsoft Windows XP / 7 / 8<br><br><span class=""font_size3bold"">Miscellaneous</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet"	"SanDisk U110 - Solid state drive - 128 GB - internal - 2.5"" - SATA 6Gb/s"	"SanDisk U110 - Solid state drive - 128 GB - internal - 2.5"" - SATA 6Gb/s"								[529295]
